Region,Type,Composition,X,Y,Z,Color
Greek,Asteroid,Ag,-1531074.91697132,-2606727.58954316,-80237.4184239058,#FF75C9F1
Greek,Asteroid,Ag,-1533290.86904863,-2584892.58840428,-127263.084500463,#FF75C9F1
Greek,Asteroid,Ag,-1542793.90988085,-2630476.97139567,-136681.814378398,#FF75C9F1
Greek,Asteroid,Ag,-1545866.26334893,-2579133.85481905,-96342.9368000661,#FF75C9F1
Greek,Asteroid,Ag,-1562454.05132387,-2661976.26095717,-75535.5710902658,#FF75C9F1
Greek,Asteroid,Ag,-1572950.2329449,-2681478.94874542,-37822.743048191,#FF75C9F1
Greek,Asteroid,Ag,-1583285.86317999,-2660851.5883278,-81109.9312133822,#FF75C9F1
Greek,Asteroid,Ag,-1584666.25728256,-2689524.24511278,-55924.5362750028,#FF75C9F1
Greek,Asteroid,Ag,-1593264.75211198,-2660248.1245428,-47294.7347667617,#FF75C9F1
Greek,Asteroid,Ag,-1593868.56881051,-2631548.04944427,-50354.1007933415,#FF75C9F1
Greek,Asteroid,Ag,-1634324.55912571,-2686698.85438257,-48557.4225719418,#FF75C9F1
Greek,Asteroid,Au Co,-1591884.35800942,-2631575.46775781,-65653.4632906683,#FF75C9F1
Greek,Asteroid,Au Fe,-1540635.5190526,-2605033.40416836,-108819.288408893,#FF75C9F1
Greek,Asteroid,Au Fe,-1559987.12979243,-2671665.34491423,-90529.6892507359,#FF75C9F1
Greek,Asteroid,Au Fe,-1560159.89049795,-2580244.81829166,-107012.228635523,#FF75C9F1
Greek,Asteroid,Au Ice,-1638084.83688827,-2679421.42730496,-56089.1147603864,#FF75C9F1
Greek,Asteroid,Au Mg,-1562837.99042877,-2599795.87942751,-106776.250534159,#FF75C9F1
Greek,Asteroid,Au Ni,-1492865.97059393,-2651767.39421668,-61087.9583166211,#FF75C9F1
Greek,Asteroid,Au Pb,-1523573.71954156,-2597532.82501199,-120515.289948166,#FF75C9F1
Greek,Asteroid,Au Pt,-1531820.40251486,-2630821.37707138,-126791.128278661,#FF75C9F1
Greek,Asteroid,Au Si,-1531306.65824754,-2584920.00671782,-108429.113374116,#FF75C9F1
Greek,Asteroid,Au W,-1560379.76809158,-2647858.4583274,-78830.9152372833,#FF75C9F1
Greek,Asteroid,Au,-1503025.00438834,-2672627.70592291,-64934.1313041974,#FF75C9F1
Greek,Asteroid,Au,-1521962.09802472,-2631601.64402505,-137934.120631607,#FF75C9F1
Greek,Asteroid,Au,-1533894.68574715,-2617632.51330576,-130322.450527043,#FF75C9F1
Greek,Asteroid,Au,-1535827.30013443,-2599436.45330879,-76706.0961945975,#FF75C9F1
Greek,Asteroid,Au,-1539727.52124801,-2616372.87792266,-151040.172943168,#FF75C9F1
Greek,Asteroid,Au,-1541622.23946775,-2656274.26719115,-76787.8773625488,#FF75C9F1
Greek,Asteroid,Au,-1551262.0856859,-2677465.20596976,-86372.2138662126,#FF75C9F1
Greek,Asteroid,Au,-1561371.87349212,-2647844.74917063,-67767.900800457,#FF75C9F1
Greek,Asteroid,Au,-1564135.69625702,-2652114.28377838,-90765.6673521002,#FF75C9F1
Greek,Asteroid,Au,-1581898.08492054,-2696787.96303362,-37329.8296497319,#FF75C9F1
Greek,Asteroid,Au,-1593592.74520595,-2666525.68746289,-85581.482263761,#FF75C9F1
Greek,Asteroid,Au,-1597025.02987455,-2646144.03106979,-54826.4269552062,#FF75C9F1
Greek,Asteroid,Au,-1623867.30906049,-2651297.3976779,-70837.6483599339,#FF75C9F1
Greek,Asteroid,Co Fe,-1499868.54332429,-2651205.05790199,-60461.8051614061,#FF75C9F1
Greek,Asteroid,Co Fe,-1509014.11444017,-2610145.64330616,-132601.466522215,#FF75C9F1
Greek,Asteroid,Co Fe,-1556187.22955453,-2599233.54311282,-106150.097378944,#FF75C9F1
Greek,Asteroid,Co Fe,-1556443.58399405,-2655698.22171969,-65098.7097705075,#FF75C9F1
Greek,Asteroid,Co Ice,-1482193.19253221,-2666925.71215688,-66186.4375955538,#FF75C9F1
Greek,Asteroid,Co Mg,-1561151.9958985,-2580231.10913489,-116429.214198696,#FF75C9F1
Greek,Asteroid,Co Ni,-1502032.89898779,-2665814.74868428,-75997.1457600972,#FF75C9F1
Greek,Asteroid,Co Ni,-1611418.46403729,-2680532.39077757,-46278.4065767695,#FF75C9F1
Greek,Asteroid,Co Si,-1544694.01308598,-2598643.7884846,-131184.581764549,#FF75C9F1
Greek,Asteroid,Co Si,-1583195.79074879,-2646706.36738448,-55452.5800722742,#FF75C9F1
Greek,Asteroid,Co Si,-1625357.75974422,-2680429.60621064,-45873.3115814559,#FF75C9F1
Greek,Asteroid,Co Ti,-1520805.54717954,-2584316.54293283,-142880.583303821,#FF75C9F1
Greek,Asteroid,Co U,-1586427.66021454,-2682041.2850601,-38448.8961843325,#FF75C9F1
Greek,Asteroid,Co U,-1612022.28073581,-2651832.31567905,-49337.7726414963,#FF75C9F1
Greek,Asteroid,Co W,-1607070.17247558,-2667088.02377758,-86207.6353999025,#FF75C9F1
Greek,Asteroid,Co W,-1622875.20365995,-2651311.10683467,-81900.6628158337,#FF75C9F1
Greek,Asteroid,Co W,-1633936.27042369,-2658012.48844082,-55853.1366590221,#FF75C9F1
Greek,Asteroid,Co,-1493559.85972366,-2630385.87366607,-76151.3426744366,#FF75C9F1
Greek,Asteroid,Co,-1519499.52609041,-2588797.47545352,-148525.178865705,#FF75C9F1
Greek,Asteroid,Co,-1520722.85890522,-2669402.2904987,-97442.0622693436,#FF75C9F1
Greek,Asteroid,Co,-1522581.61414101,-2597546.53416876,-111098.304384992,#FF75C9F1
Greek,Asteroid,Co,-1523468.52754244,-2635990.00095638,-77804.205514394,#FF75C9F1
Greek,Asteroid,Co,-1541933.22488085,-2657351.80851923,-85982.0388314354,#FF75C9F1
Greek,Asteroid,Co,-1551434.84639142,-2586044.6793472,-109681.419646399,#FF75C9F1
Greek,Asteroid,Co,-1563053.51842527,-2658462.77199183,-96651.3306668921,#FF75C9F1
Greek,Asteroid,Co,-1564912.27366106,-2586607.01566189,-110307.57278254,#FF75C9F1
Greek,Asteroid,Co,-1586956.06851135,-2639428.94030688,-69810.9386751916,#FF75C9F1
Greek,Asteroid,Co,-1591190.46887969,-2646130.32191302,-50590.0788947058,#FF75C9F1
Greek,Asteroid,Co,-1595339.03534428,-2667539.26077717,-50826.05699607,#FF75C9F1
Greek,Asteroid,Co,-1605019.70800545,-2645567.98559834,-49963.9257585643,#FF75C9F1
Greek,Asteroid,Co,-1623777.23662928,-2637152.17673458,-45180.2972378995,#FF75C9F1
Greek,Asteroid,Co,-1633242.38129396,-2679394.00899143,-40789.7522630596,#FF75C9F1
Greek,Asteroid,Cu Fe,-1521394.24431014,-2628698.864722,-81099.549680485,#FF75C9F1
Greek,Asteroid,Cu Fe,-1594346.92994373,-2667552.96993394,-55062.405037497,#FF75C9F1
Greek,Asteroid,Cu Fe,-1607184.06366895,-2667004.34277603,-65499.2663381819,#FF75C9F1
Greek,Asteroid,Cu Ice,-1533208.18077432,-2669978.33597016,-88651.2298423114,#FF75C9F1
Greek,Asteroid,Cu Ice,-1625851.51986158,-2651269.97936436,-48711.6194862813,#FF75C9F1
Greek,Asteroid,Cu Si,-1617355.17569724,-2657350.56647292,-40563.3336941212,#FF75C9F1
Greek,Asteroid,Cu Ti,-1535968.96897945,-2604443.64954013,-127027.106380025,#FF75C9F1
Greek,Asteroid,Cu W,-1525169.64164062,-2630259.04075669,-132991.641556993,#FF75C9F1
Greek,Asteroid,Cu W,-1535403.04844846,-2595526.2753732,-151430.347977945,#FF75C9F1
Greek,Asteroid,Cu W,-1582591.97405026,-2682233.10887841,-59219.8804410938,#FF75C9F1
Greek,Asteroid,Cu W,-1611508.5364685,-2687850.94532549,-65109.0913224781,#FF75C9F1
Greek,Asteroid,Cu W,-1652693.79904752,-2649596.67957706,-57896.1745337567,#FF75C9F1
Greek,Asteroid,Cu,-1500562.43245402,-2629823.53735138,-75525.1895573686,#FF75C9F1
Greek,Asteroid,Cu,-1511019.68251924,-2672051.66045145,-60071.6301266289,#FF75C9F1
Greek,Asteroid,Cu,-1511325.28294695,-2615157.10756369,-89257.395005071,#FF75C9F1
Greek,Asteroid,Cu,-1524460.63294298,-2635976.29179961,-66741.1910966412,#FF75C9F1
Greek,Asteroid,Cu,-1524565.8249421,-2597519.11585522,-129932.275492266,#FF75C9F1
Greek,Asteroid,Cu,-1530686.6282693,-2578041.22360141,-87533.1325300595,#FF75C9F1
Greek,Asteroid,Cu,-1532760.91150159,-2585332.35983578,-91064.4547593678,#FF75C9F1
Greek,Asteroid,Cu,-1534200.28617486,-2669964.62681339,-98068.2154054851,#FF75C9F1
Greek,Asteroid,Cu,-1539553.34122085,-2618208.55877722,-121531.618100011,#FF75C9F1
Greek,Asteroid,Cu,-1550352.66855967,-2599219.83395605,-122393.74935659,#FF75C9F1
Greek,Asteroid,Diamond,-1494940.25382622,-2659058.53045105,-57792.6141505301,#FF75C9F1
Greek,Asteroid,Fe Ag,-1519515.22550818,-2610749.10709115,-98149.9965734364,#FF75C9F1
Greek,Asteroid,Fe Au,-1555105.05172278,-2605582.03132628,-118862.427108208,#FF75C9F1
Greek,Asteroid,Fe Au,-1580517.69081797,-2668115.30624863,-55688.558192712,#FF75C9F1
Greek,Asteroid,Fe Co,-1515383.77698033,-2629247.49187992,-70662.6883607267,#FF75C9F1
Greek,Asteroid,Fe Co,-1543912.05069654,-2606178.96238525,-90674.2797436641,#FF75C9F1
Greek,Asteroid,Fe Co,-1545776.19091773,-2585468.63387574,-118472.252073431,#FF75C9F1
Greek,Asteroid,Fe Co,-1564528.33455616,-2669267.39719155,-79066.8933386476,#FF75C9F1
Greek,Asteroid,Fe Cu,-1615280.89246494,-2670539.43023854,-37032.0114457394,#FF75C9F1
Greek,Asteroid,Fe Cu,-1632944.16502314,-2658026.19759759,-66916.1510958484,#FF75C9F1
Greek,Asteroid,Fe Cu,-1646683.3317177,-2650145.30673498,-47459.3132139983,#FF75C9F1
Greek,Asteroid,Fe Ice,-1532545.38350509,-2649545.46727146,-80709.3746457078,#FF75C9F1
Greek,Asteroid,Fe Ice,-1584277.96858054,-2660837.87917103,-70046.9167765558,#FF75C9F1
Greek,Asteroid,Fe Mg,-1493948.14842568,-2659072.23960782,-68855.6285873564,#FF75C9F1
Greek,Asteroid,Fe Mg,-1512885.24206207,-2618046.17770996,-141855.61793384,#FF75C9F1
Greek,Asteroid,Fe Mg,-1561760.16219414,-2676531.11511238,-60472.1867133767,#FF75C9F1
Greek,Asteroid,Fe Mg,-1595942.8520428,-2638839.18567865,-47058.756646324,#FF75C9F1
Greek,Asteroid,Fe Ni,-1495030.32625743,-2666377.08499897,-76623.2988962387,#FF75C9F1
Greek,Asteroid,Fe Ni,-1564438.26212496,-2661948.84264363,-60236.208592939,#FF75C9F1
Greek,Asteroid,Fe Pb,-1522797.14213751,-2656213.42673308,-100973.384498652,#FF75C9F1
Greek,Asteroid,Fe Pb,-1592660.93541346,-2688948.19964132,-51062.0350974343,#FF75C9F1
Greek,Asteroid,Fe Pt,-1553377.19536121,-2648420.79464209,-79457.0683543513,#FF75C9F1
Greek,Asteroid,Fe Si,-1513162.68090475,-2590594.58217031,-132837.444604506,#FF75C9F1
Greek,Asteroid,Fe Si,-1520312.0664784,-2621394.01933086,-66505.2129762034,#FF75C9F1
Greek,Asteroid,Fe Si,-1544868.19311314,-2637768.10763004,-140213.136607706,#FF75C9F1
Greek,Asteroid,Fe Si,-1570448.72945477,-2661400.21548571,-70673.0698936238,#FF75C9F1
Greek,Asteroid,Fe Si,-1615178.74179986,-2666428.29730457,-60636.7651796869,#FF75C9F1
Greek,Asteroid,Fe U,-1531038.95398738,-2638330.44394473,-140839.289743848,#FF75C9F1
Greek,Asteroid,Fe U,-1540031.70235408,-2579120.14566228,-112586.588739566,#FF75C9F1
Greek,Asteroid,Fe W,-1550658.26898738,-2651551.94746369,-90139.5142159587,#FF75C9F1
Greek,Asteroid,Fe,-1501942.82655659,-2658496.19413636,-57166.4610334621,#FF75C9F1
Greek,Asteroid,Fe,-1504710.99891861,-2651232.47621553,-75761.1676396594,#FF75C9F1
Greek,Asteroid,Fe,-1508945.39928695,-2657933.85782168,-56540.3078782471,#FF75C9F1
Greek,Asteroid,Fe,-1512795.74948072,-2657974.98529198,-89729.3512077995,#FF75C9F1
Greek,Asteroid,Fe,-1513079.99263044,-2668853.66334079,-87398.9235700285,#FF75C9F1
Greek,Asteroid,Fe,-1513399.56617924,-2629274.91019346,-85962.0508580535,#FF75C9F1
Greek,Asteroid,Fe,-1514995.4882783,-2600561.12593817,-77958.4024668804,#FF75C9F1
Greek,Asteroid,Fe,-1519319.96107785,-2621407.72848763,-77568.2274321032,#FF75C9F1
Greek,Asteroid,Fe,-1519730.75350468,-2669415.99965547,-88025.07670617,#FF75C9F1
Greek,Asteroid,Fe,-1519813.44177899,-2584330.25208959,-126636.931345248,#FF75C9F1
Greek,Asteroid,Fe,-1520402.1389096,-2628712.57387877,-85335.897721912,#FF75C9F1
Greek,Asteroid,Fe,-1520417.25847751,-2617070.17699107,-129696.297409975,#FF75C9F1
Greek,Asteroid,Fe,-1521005.95560812,-2600012.49878025,-88395.2637675653,#FF75C9F1
Greek,Asteroid,Fe,-1522386.34971069,-2628685.15556523,-70036.5352436587,#FF75C9F1
Greek,Asteroid,Fe,-1523648.09255499,-2610206.41431767,-148761.156967069,#FF75C9F1
Greek,Asteroid,Fe,-1524871.42536981,-2649851.22936285,-97678.0403707079,#FF75C9F1
Greek,Asteroid,Fe,-1524938.99407621,-2678807.87868468,-78276.161736196,#FF75C9F1
Greek,Asteroid,Fe,-1529388.92244105,-2628122.81925054,-69410.3820884437,#FF75C9F1
Greek,Asteroid,Fe,-1529447.90301175,-2656775.76304777,-101599.537653867,#FF75C9F1
Greek,Asteroid,Fe,-1530314.552847,-2584933.71587459,-99012.1278109422,#FF75C9F1
Greek,Asteroid,Fe,-1532724.94851765,-2616935.21423735,-151666.32607931,#FF75C9F1
Greek,Asteroid,Fe,-1533753.01690213,-2585318.65067901,-80001.440341615,#FF75C9F1
Greek,Asteroid,Fe,-1535611.77213793,-2656822.89434907,-66351.0160618639,#FF75C9F1
Greek,Asteroid,Fe,-1542614.34486829,-2656260.55803438,-65724.8629257225,#FF75C9F1
Greek,Asteroid,Fe,-1543701.90768543,-2598657.49764137,-121767.596201375,#FF75C9F1
Greek,Asteroid,Fe,-1544904.15609708,-2606165.25322848,-79611.2653068378,#FF75C9F1
Greek,Asteroid,Fe,-1552426.95179196,-2586030.97019043,-119098.405190499,#FF75C9F1
Greek,Asteroid,Fe,-1560763.70719647,-2606158.07679774,-110071.594681176,#FF75C9F1
Greek,Asteroid,Fe,-1563446.15672441,-2661962.5518004,-71299.2230488388,#FF75C9F1
Greek,Asteroid,Fe,-1566602.61778845,-2676558.53342592,-75771.5491916301,#FF75C9F1
Greek,Asteroid,Fe,-1570837.0181568,-2690086.58142747,-56550.6894302177,#FF75C9F1
Greek,Asteroid,Fe,-1571440.83485532,-2661386.50632895,-59610.055475871,#FF75C9F1
Greek,Asteroid,Fe,-1571829.12355734,-2690072.8722707,-45487.6749743179,#FF75C9F1
Greek,Asteroid,Fe,-1582113.61291704,-2639401.52199334,-47684.9098015389,#FF75C9F1
Greek,Asteroid,Fe,-1586352.25181283,-2668129.0154054,-66751.5726104648,#FF75C9F1
Greek,Asteroid,Fe,-1591280.5413109,-2660275.54285634,-69420.7636404144,#FF75C9F1
Greek,Asteroid,Fe,-1593078.42108877,-2682603.62137479,-39075.049320474,#FF75C9F1
Greek,Asteroid,Fe,-1593354.82454319,-2667566.67909071,-66125.4194933968,#FF75C9F1
Greek,Asteroid,Fe,-1597413.31857657,-2681657.06340695,-47530.7128490525,#FF75C9F1
Greek,Asteroid,Fe,-1602341.60807464,-2666976.92446249,-50199.9038599285,#FF75C9F1
Greek,Asteroid,Fe,-1603877.7484276,-2656788.23015823,-39937.1805579797,#FF75C9F1
Greek,Asteroid,Fe,-1604027.60260491,-2645581.69475511,-61026.9402144641,#FF75C9F1
Greek,Asteroid,Fe,-1606490.17453922,-2688385.86332664,-50435.8819612928,#FF75C9F1
Greek,Asteroid,Fe,-1611120.24776648,-2659164.57938373,-79231.4718049577,#FF75C9F1
Greek,Asteroid,Fe,-1612500.64186904,-2687837.23616872,-60872.7432810511,#FF75C9F1
Greek,Asteroid,Fe,-1613206.60923265,-2676901.62760877,-40327.3555927569,#FF75C9F1
Greek,Asteroid,Fe,-1616170.8472004,-2666414.5881478,-49573.7507237871,#FF75C9F1
Greek,Asteroid,Fe,-1616260.91963161,-2680559.80909111,-68404.4354504222,#FF75C9F1
Greek,Asteroid,Fe,-1626933.69769333,-2658574.8247555,-56479.2897951636,#FF75C9F1
Greek,Asteroid,Fe,-1636010.55365598,-2672130.29107059,-59384.4589074039,#FF75C9F1
Greek,Asteroid,Fe,-1637002.65905652,-2672116.58191382,-48321.4444515041,#FF75C9F1
Greek,Asteroid,Fe,-1646079.51501918,-2678845.38183351,-44399.9471683451,#FF75C9F1
Greek,Asteroid,Fe,-1653685.90444806,-2649582.97042029,-46833.1600778569,#FF75C9F1
Greek,Asteroid,Ice,-1561845.88502822,-2599809.58858428,-97359.2649709848,#FF75C9F1
Greek,Asteroid,Ice,-1642150.83066982,-2657867.31639085,-51147.4725084983,#FF75C9F1
Greek,Asteroid,Ice,-1642348.88591708,-2657840.31714443,-51168.791974211,#FF75C9F1
Greek,Asteroid,Ice,-1550442.74099088,-2586058.38850397,-100264.434083225,#FF75C9F1
Greek,Asteroid,Ice,-1530224.48041579,-2598095.16132668,-121141.443065234,#FF75C9F1
Greek,Asteroid,Ice,-1531642.7706859,-2609630.36884621,-137071.989413175,#FF75C9F1
Greek,Asteroid,Ice,-1489195.76526257,-2666363.3758422,-65560.2844594123,#FF75C9F1
Greek,Asteroid,Ice,-1603423.78590639,-2681108.43624903,-57967.5741497373,#FF75C9F1
Greek,Asteroid,Ice,-1533113.23721967,-2645621.58017911,-137543.94559683,#FF75C9F1
Greek,Asteroid,Ice,-1521499.43630926,-2610721.68877761,-116983.96768071,#FF75C9F1
Greek,Asteroid,Ice,-1532126.00294257,-2676326.82418362,-101363.559533429,#FF75C9F1
Greek,Asteroid,Ice,-1601953.31937262,-2638290.55852073,-57495.6179470088,#FF75C9F1
Greek,Asteroid,Ice,-1510810.95882977,-2610755.04147558,-138324.295666385,#FF75C9F1
Greek,Asteroid,Ice,-1520507.33090872,-2610735.39793438,-107566.98213661,#FF75C9F1
Greek,Asteroid,Ice,-1544479.90441112,-2609081.74168829,-147508.85071386,#FF75C9F1
Greek,Asteroid,Ice,-1553592.72335772,-2584207.68720641,-89812.1485061583,#FF75C9F1
Greek,Asteroid,Ice,-1617856.84173067,-2651846.02483582,-60400.7870592491,#FF75C9F1
Greek,Asteroid,Mg Ag,-1635316.66452625,-2686685.1452258,-37494.408116042,#FF75C9F1
Greek,Asteroid,Mg Au,-1530859.38897482,-2670940.69697884,-69882.3382911722,#FF75C9F1
Greek,Asteroid,Mg Au,-1544688.62810058,-2670378.36066415,-69256.1851741042,#FF75C9F1
Greek,Asteroid,Mg Au,-1615872.63092958,-2651873.44314936,-75700.1495565759,#FF75C9F1
Greek,Asteroid,Mg Au,-1632250.27589342,-2679407.7181482,-45026.10032356,#FF75C9F1
Greek,Asteroid,Mg Co,-1519425.15307697,-2617083.88614784,-120279.311827728,#FF75C9F1
Greek,Asteroid,Mg Co,-1551518.44012542,-2576916.55097203,-86280.8262577765,#FF75C9F1
Greek,Asteroid,Mg Fe,-1622170.72948653,-2671728.34433691,-37961.2943021141,#FF75C9F1
Greek,Asteroid,Mg Ice,-1523080.23884042,-2607303.63501462,-91926.586015947,#FF75C9F1
Greek,Asteroid,Mg Ice,-1545297.8297845,-2631383.71338607,-127417.281414803,#FF75C9F1
Greek,Asteroid,Mg Ni,-1498876.43792375,-2651218.76705876,-71524.8196173059,#FF75C9F1
Greek,Asteroid,Mg Ni,-1524036.38125701,-2638892.78025942,-141465.442899063,#FF75C9F1
Greek,Asteroid,Mg Ni,-1531941.56680657,-2678245.54236999,-77650.0086000545,#FF75C9F1
Greek,Asteroid,Mg Ni,-1594950.74664226,-2638852.89483542,-58121.7711022238,#FF75C9F1
Greek,Asteroid,Mg Ni,-1632854.09259194,-2650707.64304967,-48085.4663501398,#FF75C9F1
Greek,Asteroid,Mg Pt,-1530082.81157078,-2606741.29869993,-91300.4328798056,#FF75C9F1
Greek,Asteroid,Mg Si,-1540151.77293398,-2620283.05585825,-76315.9211598202,#FF75C9F1
Greek,Asteroid,Mg W,-1541717.69688435,-2598684.91595491,-96106.9586796284,#FF75C9F1
Greek,Asteroid,Mg,-1491873.86519339,-2651781.10337345,-65324.3063389746,#FF75C9F1
Greek,Asteroid,Mg,-1513766.49760328,-2616507.84067638,-129070.14425476,#FF75C9F1
Greek,Asteroid,Mg,-1523095.35840833,-2636621.23812692,-129460.319289537,#FF75C9F1
Greek,Asteroid,Mg,-1523378.45511123,-2628671.44640846,-58973.5207877589,#FF75C9F1
Greek,Asteroid,Mg,-1533984.75817836,-2604471.06785367,-108193.135253678,#FF75C9F1
Greek,Asteroid,Mg,-1535282.46400661,-2656789.47220454,-85355.8856952939,#FF75C9F1
Greek,Asteroid,Mg,-1543696.52270004,-2670392.06982092,-80319.1996109306,#FF75C9F1
Greek,Asteroid,Mg,-1544999.61351368,-2650975.90199223,-98930.3466239174,#FF75C9F1
Greek,Asteroid,Mg,-1552517.02422317,-2579696.19113374,-96969.0899362076,#FF75C9F1
Greek,Asteroid,Mg,-1581121.50751649,-2639415.23115011,-58747.9242192918,#FF75C9F1
Greek,Asteroid,Mg,-1581211.5799477,-2646733.78569802,-77578.6089650004,#FF75C9F1
Greek,Asteroid,Mg,-1583584.07945081,-2682219.39972164,-48156.865985194,#FF75C9F1
Greek,Asteroid,Mg,-1617253.02503215,-2680546.09993434,-57341.4210326693,#FF75C9F1
Greek,Asteroid,Mg,-1622785.13122874,-2637165.88589135,-56243.3116937993,#FF75C9F1
Greek,Asteroid,Mg,-1637696.54818625,-2650735.06136321,-70211.4952428659,#FF75C9F1
Greek,Asteroid,Mg,-1654768.08227981,-2656887.81581144,-61427.4967821384,#FF75C9F1
Greek,Asteroid,Ni Co,-1510243.1051152,-2607852.26217254,-81489.7247152622,#FF75C9F1
Greek,Asteroid,Ni Cu,-1624255.59776251,-2679983.76361965,-56715.2678774544,#FF75C9F1
Greek,Asteroid,Ni Fe,-1522193.32543899,-2630300.168227,-97914.0184720722,#FF75C9F1
Greek,Asteroid,Ni Fe,-1523663.79197276,-2584371.3795599,-98385.9746748007,#FF75C9F1
Greek,Asteroid,Ni Fe,-1532902.58034661,-2617646.22246253,-120905.464982943,#FF75C9F1
Greek,Asteroid,Ni Fe,-1604117.67503612,-2659726.91569842,-79857.6249410992,#FF75C9F1
Greek,Asteroid,Ni Ice,-1563920.16826052,-2586620.72481866,-100890.587200293,#FF75C9F1
Greek,Asteroid,Ni Ice,-1573515.11808761,-2668677.64256332,-56314.71130978,#FF75C9F1
Greek,Asteroid,Ni Mg,-1534619.66673738,-2656836.60350584,-77414.0304796168,#FF75C9F1
Greek,Asteroid,Ni Pb,-1596032.924474,-2646157.74022656,-65889.4413729591,#FF75C9F1
Greek,Asteroid,Ni Pb,-1600871.14154087,-2630985.71312959,-49727.9476762735,#FF75C9F1
Greek,Asteroid,Ni Pb,-1614096.56396811,-2659123.45191342,-46042.4284754053,#FF75C9F1
Greek,Asteroid,Ni Pt,-1521805.03673697,-2656227.13588985,-91556.3989545518,#FF75C9F1
Greek,Asteroid,Ni Pt,-1585360.14641229,-2668142.72456217,-77814.5870663646,#FF75C9F1
Greek,Asteroid,Ni Si,-1633332.45372517,-2686712.56353934,-59620.4369896947,#FF75C9F1
Greek,Asteroid,Ni Ti,-1531133.89754202,-2676340.53334039,-91946.573989329,#FF75C9F1
Greek,Asteroid,Ni U,-1614186.63639931,-2666442.00646134,-64873.1132211139,#FF75C9F1
Greek,Asteroid,Ni W,-1522491.54170981,-2610707.97962084,-126400.953243884,#FF75C9F1
Greek,Asteroid,Ni W,-1606101.8858372,-2659699.49738488,-57731.5960674465,#FF75C9F1
Greek,Asteroid,Ni W,-1613104.45856756,-2659137.16107019,-57105.4429122316,#FF75C9F1
Greek,Asteroid,Ni,-1522103.25300779,-2636634.94728369,-120043.333745437,#FF75C9F1
Greek,Asteroid,Ni,-1525064.4496415,-2607276.21670108,-69800.5571232209,#FF75C9F1
Greek,Asteroid,Ni,-1525542.81077473,-2650107.80358615,-81335.5277818493,#FF75C9F1
Greek,Asteroid,Ni,-1529746.11928257,-2637183.57444161,-130086.472444752,#FF75C9F1
Greek,Asteroid,Ni,-1533149.20020361,-2620845.39217294,-76942.0742959617,#FF75C9F1
Greek,Asteroid,Ni,-1540755.5896325,-2584756.31436433,-79375.2872054735,#FF75C9F1
Greek,Asteroid,Ni,-1541323.44334707,-2587659.09366737,-143036.524551995,#FF75C9F1
Greek,Asteroid,Ni,-1543223.54655221,-2637745.9107563,-130712.62556182,#FF75C9F1
Greek,Asteroid,Ni,-1543397.72657937,-2594950.22990174,-139741.180404978,#FF75C9F1
Greek,Asteroid,Ni,-1544611.32481166,-2676902.86965508,-85746.0607300711,#FF75C9F1
Greek,Asteroid,Ni,-1553120.84092169,-2605609.44963982,-100028.455981861,#FF75C9F1
Greek,Asteroid,Ni,-1554369.30076176,-2648407.08548532,-68394.0539365985,#FF75C9F1
Greek,Asteroid,Ni,-1560595.29608808,-2590472.01728712,-89185.9953700168,#FF75C9F1
Greek,Asteroid,Ni,-1560768.0567936,-2676544.82426915,-71535.2011311296,#FF75C9F1
Greek,Asteroid,Ni,-1565994.45149281,-2580258.52744843,-97595.2430723491,#FF75C9F1
Greek,Asteroid,Ni,-1574118.93478613,-2639977.5674648,-59374.0773554332,#FF75C9F1
Greek,Asteroid,Ni,-1584187.89614933,-2646692.65822771,-44389.5656354479,#FF75C9F1
Greek,Asteroid,Ni,-1585270.07398108,-2660824.17001426,-58983.9023397295,#FF75C9F1
Greek,Asteroid,Ni,-1592272.64671144,-2660261.83369957,-58357.7491845145,#FF75C9F1
Greek,Asteroid,Ni,-1592362.71914265,-2667580.38824748,-77188.4339302231,#FF75C9F1
Greek,Asteroid,Ni,-1593653.04081401,-2688934.49048455,-39999.020660608,#FF75C9F1
Greek,Asteroid,Ni,-1593958.64124171,-2638866.60399219,-69184.7855199766,#FF75C9F1
Greek,Asteroid,Ni,-1595040.81907346,-2646171.44938333,-76952.4558288589,#FF75C9F1
Greek,Asteroid,Ni,-1605109.78043666,-2659713.20654165,-68794.6104851994,#FF75C9F1
Greek,Asteroid,Ni,-1624949.48689224,-2658602.24306904,-78605.3186688162,#FF75C9F1
Greek,Asteroid,Ni,-1625817.01543132,-2708855.99723018,-38787.468949952,#FF75C9F1
Greek,Asteroid,Ni,-1627321.98639535,-2687261.19069726,-49183.5756890098,#FF75C9F1
Greek,Asteroid,Ni,-1644699.12091661,-2650172.72504852,-69585.3421067245,#FF75C9F1
Greek,Asteroid,Pb Ag,-1602431.68050584,-2681122.1454058,-69030.5886056371,#FF75C9F1
Greek,Asteroid,Pb Ag,-1645691.22631716,-2650159.01589175,-58522.3276508247,#FF75C9F1
Greek,Asteroid,Pb Au,-1520790.42761162,-2657398.93982053,-78040.1836348317,#FF75C9F1
Greek,Asteroid,Pb Au,-1531910.47494607,-2617659.9316193,-111488.479419769,#FF75C9F1
Greek,Asteroid,Pb Au,-1622614.65275926,-2701666.07000146,-45885.0905448131,#FF75C9F1
Greek,Asteroid,Pb Co,-1501554.53785456,-2629809.82819461,-71288.8414968681,#FF75C9F1
